x,y
2244,102.5
2245,104.7
2246,123.9
2247,128.4
2248,124.8
2249,90.9
2250,116.7
2251,87.2
2252,145
2253,126.7
2254,148.2
2255,192.3
2256,205.6
2257,220.9
2258,214.1
2259,139.7
2260,182.2
2261,194.4
2262,217.1
2263,241.8
2264,229.5
2265,167.9
2266,208.2
2267,123.9
2268,147.9
2269,164
2270,198.6
2271,144.2
2272,168.4
2273,212.3
2274,162.6
2275,275.6
2276,192.8
2277,149.3
2278,165.3
2279,203.6
2280,154.7
2281,133.9
2282,129
2283,107.8
2284,181.9
2285,197.3
2286,168.3
2287,162.6
2288,176.3
2289,187.7
2290,146.9
2291,113.7
2292,70.2
2293,84.1
2294,99.1
2295,138.9
2296,101.1
2297,90.6
2298,139.8
2299,112.5
2300,175.9
2301,110.8
2302,91.5
2303,97.4
2304,113.8
2305,76.1
2306,74.3
2307,77.5
2308,54.6
2309,49
2310,99.6
2311,111.4
2312,100.1
2313,109.8
2314,77.2
2315,64
2316,56.2
2317,59.5
2318,87.9
2319,90.4
2320,101.2
2321,41.8
2322,18.9
2323,29.6
2324,33.7
2325,28.7
2326,32
2327,51.3
2328,37.6
2329,20.7
2330,48.1
2331,45.7
2332,43.5
2333,23.6
2334,12.7
2335,22
2336,32.3
2337,16.7
2338,13
2339,17
2340,31.4
2341,6.1
2342,0.8
2343,18.3
2344,0.4
2345,4.1
2346,8.2
2347,8.5
2348,27.9
2349,23.7
2350,28.1
2351,17.9
2352,47.4
2353,30.8
2354,21.2
2355,35.9
2356,53.4
2357,51
2358,60.2
2359,71
2360,43.1
2361,58.1
2362,114.5
2363,76.6
2364,45.7
2365,79.3
2366,143.8
2367,127.7
2368,126.1
2369,141.6
2370,122.6
2371,193.7
2372,178.7
2373,157.4
2374,170.5
2375,206.3
2376,202.9
2377,163.7
2378,188.9
2379,183.8
2380,212.1
2381,285
2382,232.1
2383,223.5
2384,267.4
2385,239.9
2386,231.7
2387,181.3
2388,164.9
2389,153.6
2390,122
2391,134.3
2392,268.5
2393,246.4
2394,237.5
2395,201.4
2396,223.7
2397,202.9
2398,192.9
2399,135.6
2400,195.3
2401,168.6
2402,258
2403,223
2404,208.1
2405,150.4
2406,172.4
2407,178.3
2408,175.3
2409,205.8
2410,186.3
2411,203.2
2412,166.6
2413,143.9
2414,134.3
2415,155.4
2416,160.6
2417,150.5
2418,118.3
2419,128.9
2420,120.6
2421,72.7
2422,87
2423,77.7
2424,76.7
2425,85
2426,84.8
2427,79.3
2428,131.7
2429,153.7
2430,142.4
2431,87.2
2432,86.5
2433,117.7
2434,73.3
2435,74.2
2436,65
2437,57.9
2438,32.4
2439,31.5
2440,41.7
2441,33.6
2442,52
2443,56.1
2444,77.8
2445,40.4
2446,34.2
2447,31.8
2448,48.9
2449,37.9
2450,5.9
2451,14.7
2452,39.6
2453,18.3
2454,31.5
2455,12.7
2456,33.6
2457,28
2458,12.3
2459,2.5
2460,3.9
2461,0.4
2462,0.8
2463,15.8
2464,2.7
2465,1.2
2466,0.4
2467,7.3
2468,12.6
2469,2.3
2470,10.5
2471,13.4
2472,11.3
2473,33.4
2474,29.9
2475,7.3
2476,16.4
2477,41.3
2478,45.2
2479,38.2
2480,58
2481,60.8
2482,83
2483,126.3
2484,108.8
2485,104.1
2486,175.6
2487,167.7
2488,156.7
2489,193.4
2490,165.1
2491,182.7
2492,240.2
2493,245.4
2494,219.9
2495,285
2496,272
2497,233.7
2498,184.5
2499,222.8
2500,248
2501,233
2502,284.3
2503,265.1
2504,223.7
2505,334
2506,359.4
2507,298.6
2508,339
2509,286.7
2510,233.6
2511,270
2512,277.6
2513,248.2
2514,242.9
2515,271
2516,283.5
2517,285.1
2518,256.9
2519,215.6
2520,265.7
2521,307.7
2522,202.6
2523,263
2524,231.3
2525,243.6
2526,238.9
2527,211.9
2528,282.6
2529,205.6
2530,157.7
2531,175.6
2532,177.1
2533,207.2
2534,149.9
2535,144.6
2536,172.7
2537,169.3
2538,156
2539,172.4
2540,190
2541,180.1
2542,117.3
2543,126.9
2544,121.2
2545,82.1
2546,65.4
2547,75.2
2548,86.9
2549,72.3
2550,109.5
2551,99.3
2552,79.2
2553,90.1
2554,53.7
2555,46.5
2556,56.9
2557,55.1
2558,71.7
2559,64.9
2560,65.9
2561,61.9
2562,59.6
2563,31.4
2564,31.5
2565,72.7
2566,56.1
2567,38.8
2568,33.2
2569,28.7
2570,35.2
2571,24.8
2572,41.7
2573,61.1
2574,51.2
2575,28.7
2576,47.5
2577,55.2
2578,50.1
2579,33.7
2580,21.6
2581,22.6
2582,25.3
2583,24.1
2584,12.9
2585,14.3
2586,13.5
2587,4.8
2588,13.8
2589,7
2590,9.2
2591,11.1
2592,22.1
2593,25.4
2594,20.8
2595,17.5
2596,10.2
2597,34.5
2598,23.3
2599,17.3
2600,13.3
2601,24.5
2602,29.1
2603,22.8
2604,24.7
2605,40.3
2606,35.3
2607,36.4
2608,69
2609,64.2
2610,67.7
2611,80.2
2612,72.6
2613,71.1
2614,81.2
2615,81
2616,99.8
2617,157
2618,132.6
2619,158.3
2620,98.4
2621,122.5
2622,95.4
2623,129.5
2624,151.8
2625,108.7
2626,125
2627,133.6
2628,179
2629,172.5
2630,158.5
2631,130.5
2632,115
2633,180
2634,156.2
2635,136.2
2636,154.8
2637,166
2638,152.5
2639,121.7
2640,155.5
2641,147.8
2642,170.5
2643,192.3
2644,151.1
2645,169.9
2646,150.1
2647,137.1
2648,138.8
2649,129.3
2650,135.4
2651,132.4
2652,138.6
2653,157.9
2654,180.8
2655,145.7
2656,155.1
2657,180.5
2658,151.3
2659,159.3
2660,131.7
2661,140.8
2662,122.6
2663,134.8
2664,118.2
2665,129.2
2666,111.8
2667,85.9
2668,101.6
2669,81.5
2670,70.7
2671,114.7
2672,87
2673,71.3
2674,73.4
2675,89.5
2676,116.5
2677,87
2678,125.3
2679,113.5
2680,89.6
2681,113.9
2682,124.7
2683,108.3
2684,108.9
2685,90.7
2686,86.9
2687,59.2
2688,64.3
2689,61.8
2690,60.9
2691,65.4
2692,81.8
2693,60.3
2694,56.1
2695,33.2
2696,36.6
2697,84.1
2698,43.7
2699,34.3
2700,33.3
2701,39.4
2702,37.3
2703,30.9
2704,57.5
2705,56.3
2706,51.5
2707,79.1
2708,47.9
2709,57.2
2710,67.2
2711,35.9
2712,29.6
2713,27.3
2714,16.7
2715,16.9
2716,7.7
2717,13.1
2718,16.7
2719,40.4
2720,56.7
2721,20.3
2722,13.6
2723,27.9
2724,11.6
2725,11.9
2726,6.4
2727,31.5
2728,27.3
2729,18.2
2730,17.9
2731,2.9
2732,24.1
2733,20
2734,29.7
2735,7.9
2736,22.3
2737,23.8
2738,33.3
2739,13
2740,19
2741,27
2742,54.9
2743,30.6
2744,43
2745,62.4
2746,62.1
2747,41.6
2748,61.4
2749,73.7
2750,132.6
2751,108.4
2752,141.2
2753,117.1
2754,134.6
2755,99.7
2756,82.4
2757,195.7
2758,177.1
2759,138.5
2760,173.9
2761,235.9
2762,194.7
2763,195.3
2764,143.7
2765,190.3
2766,211.7
2767,225.7
2768,201.4
2769,266.9
2770,263.6
2771,259.5
2772,249.6
2773,226.1
2774,219.4
2775,178.7
2776,232.2
2777,254.7
2778,222.7
2779,192.9
2780,191.7
2781,219.6
2782,233.3
2783,209.5
2784,246.9
2785,156.6
2786,189.9
2787,196.6
2788,225.3
2789,194.7
2790,131.6
2791,205.3
2792,242.5
2793,245.3
2794,216.2
2795,186
2796,195.4
2797,149.8
2798,230.9
2799,221.1
2800,170.3
2801,119.3
2802,163.7
2803,139.4
2804,161.9
2805,167.4
2806,134.3
2807,127.5
2808,169
2809,115.5
2810,73.1
2811,88.7
2812,109.6
2813,132.5
2814,131.5
2815,108.9
2816,96
2817,69.9
2818,72.5
2819,45.7
2820,45.6
2821,74.8
2822,110.2
2823,116.7
2824,90.4
2825,96.9
2826,65.1
2827,55.7
2828,35
2829,22.6
2830,12.6
2831,26.5
2832,21.4
2833,17.8
2834,20.7
2835,16.9
2836,20.4
2837,32.4
2838,28.3
2839,39.9
2840,10.1
2841,4.3
2842,22
2843,17.9
2844,15.8
2845,2.8
2846,27.9
2847,13.8
2848,22.4
2849,16.1
2850,0.6
2851,18.1
2852,9.9
2853,5.1
2854,40.1
2855,15.4
2856,5.8
2857,9.8
2858,3.4
2859,17.4
2860,46
2861,39.1
2862,18.8
2863,38.2
2864,47.9
2865,42.2
2866,63.4
2867,48.8
2868,29.1
2869,70.5
2870,45.4
2871,91.2
2872,108.8
2873,74.2
2874,124.3
2875,131.4
2876,139.4
2877,142.7
2878,156.5
2879,156.8
2880,231.2
2881,210.1
2882,208.7
2883,170.4
2884,166.3
2885,195.4
2886,284.5
2887,180.5
2888,232
2889,225.1
2890,212.2
2891,238.2
2892,211.4
2893,227.4
2894,171.8
2895,191.7
2896,189.7
2897,175.2
2898,153.3
2899,191.1
2900,252.1
2901,169.1
2902,199.4
2903,178.8
2904,197.1
2905,195.3
2906,240.3
2907,197
2908,197.6
2909,166.9
2910,224.7
2911,240.2
2912,240.8
2913,168.9
2914,197.1
2915,159.5
2916,212.6
2917,198.3
2918,230.7
2919,151
2920,142.2
2921,94.3
2922,98.5
2923,114.2
2924,91.9
2925,94
2926,133.4
2927,129.6
2928,122
2929,81.4
2930,127.8
2931,102.4
2932,94.4
2933,78.8
2934,69.6
2935,80.4
2936,62.5
2937,31.2
2938,71.1
2939,48.2
2940,68.4
2941,84.9
2942,54.9
2943,47.5
2944,27.4
2945,29.8
2946,39.7
2947,50.6
2948,34.3
2949,40.5
2950,67.1
2951,29.5
2952,32.2
2953,32.6
2954,45.8
2955,46.3
2956,21.6
2957,19.4
2958,22.5
2959,20.4
2960,18.2
2961,15.7
2962,30.6
2963,14
2964,14.9
2965,13.3
2966,7.7
2967,12.6
2968,6.8
2969,7.6
2970,16.5
2971,11.8
2972,19.7
2973,3
2974,0.7
2975,24.9
2976,14
2977,7.4
2978,11
2979,12.1
2980,23
2981,25.4
2982,20.8
2983,12.9
2984,35.7
2985,59.7
2986,32.8
2987,50.4
2988,55.5
2989,44.5
2990,50.2
2991,82
2992,70.6
2993,74
2994,90.5
2995,96.7
2996,121.1
2997,132
2998,78.5
2999,97.3
3000,119.2
3001,86
3002,98
3003,103.5
3004,93.6
3005,149.6
3006,207.2
3007,173.5
3008,142.3
3009,106.3
3010,168.7
3011,188.3
3012,116.8
3013,133.1
3014,165.7
3015,217.7
3016,191.5
3017,165.9
3018,188
3019,244.3
3020,180.5
3021,156
3022,141.6
3023,158.1
3024,143.3
3025,142.6
3026,121.5
3027,165.8
3028,161.7
3029,142.1
3030,202.9
3031,123
3032,161.5
3033,238.2
3034,194.1
3035,176.6
3036,213.4
3037,184.6
3038,170.2
3039,147.1
3040,186.9
3041,187.5
3042,128.8
3043,161
3044,175.6
3045,187.9
3046,151.2
3047,147.2
3048,135.3
3049,133.5
3050,75.7
3051,100.7
3052,97.9
3053,86.8
3054,118.7
3055,128.3
3056,115.4
3057,78.5
3058,97.8
3059,82.9
3060,72.2
3061,60.6
3062,74.6
3063,74.8
3064,59.2
3065,72.8
3066,66.5
3067,83.8
3068,69.7
3069,48.8
3070,74.2
3071,70.1
3072,28.9
3073,48.1
3074,43.5
3075,39.6
3076,38.7
3077,61.9
3078,56.8
3079,62.4
3080,60.5
3081,37.2
3082,13.2
3083,27.5
3084,59.3
3085,20.9
3086,5.7
3087,17.3
3088,50.3
3089,37.2
3090,24.5
3091,22.2
3092,20.8
3093,23.7
3094,14.9
3095,35.7
3096,22.3
3097,29.3
3098,18.4
3099,7.2
3100,5.4
3101,19.5
3102,21.3
3103,15.1
3104,9.8
3105,4
3106,1.5
3107,2.8
3108,17.3
3109,4.1
3110,2.9
3111,15.5
3112,3.6
3113,4.6
3114,5.2
3115,0.6
3116,0.3
3117,1.2
3118,4.2
3119,6.6
3120,1
3121,1.3
3122,1.2
3123,0.6
3124,1.2
3125,2.9
3126,6.3
3127,5.5
3128,0
3129,7.1
3130,7.7
3131,6.9
3132,16.3
3133,19.5
3134,28.5
3135,24
3136,10.4
3137,13.9
3138,18.8
3139,25.2
3140,29.6
3141,36.4
3142,33.6
3143,34.4
3144,24.5
3145,27.3
3146,48.3
3147,78.6
3148,76.1
3149,58.2
3150,56.1
3151,64.5
3152,65.8
3153,120.1
3154,125.7
3155,139.1
3156,109.3
3157,94.4
3158,47.8
3159,86.6
3160,85.9
3161,96.5
3162,92
3163,100.1
3164,94.8
3165,93.7
3166,76.5
3167,87.6
3168,56.8
3169,96.1
3170,60.9
3171,78.3
3172,107.3
3173,120.2
3174,76.7
3175,86.2
3176,91.8
3177,54.5
3178,114.4
3179,113.9
3180,124.2
3181,117
3182,146.1
3183,128.7
3184,112.5
3185,112.5
3186,102.9
3187,100.2
3188,106.9
3189,130
3190,90
3191,103.6
3192,112.9
3193,93
3194,66.7
3195,54.5
3196,75.3
3197,88.8
3198,66.5
3199,65.8
3200,64.4
3201,78.6
3202,63.6
3203,62.2
3204,58
3205,57
3206,56.4
3207,54.1
3208,37.9
3209,51.5
3210,20.5
3211,32.4
3212,50.2
3213,44.6
3214,33.4
3215,21.4
3216,18.5
3217,26.1
3218,26.4
3219,17.7
3220,32.3
3221,18.9
3222,19.2
3223,17.8
3224,32.6
3225,43.7
3226,13.2
3227,5.7
3228,8.2
3229,6.8
3230,10.7
3231,2.5
3232,8.9
3233,13.1
3234,15.6
3235,1.6
3236,8.7
3237,3.3
3238,4.9
3239,4.9
3240,3.1
3241,7.7
3242,0.8
3243,9.4
3244,9.1
3245,9.9
3246,1.2
3247,0.9
3248,0.5
3249,1.1
3250,0.4
3251,0.5
3252,1.5
3253,6.2
3254,0.2
3255,1.5
3256,5.2
3257,0.2
3258,5.8
3259,6.1
3260,7.5
3261,0.6
3262,14.6
3263,34.5
3264,23.1
3265,10.4
3266,8.2
3267,17.2
3268,24.5
3269,21.2
3270,25
3271,34.3
3272,22
3273,51.3
3274,37.4
3275,34.8
3276,67.5
3277,55.3
3278,60.9
3279,78.6
3280,84
3281,96.5
3282,70.3
3283,91.4
3284,74.6
3285,96
3286,95.5
3287,80.5
3288,112.8
3289,144.4
3290,111.3
3291,123.3
3292,97.6
3293,137.4
3294,160.5
3295,159.1
3296,114.8
3297,133.6
3298,99.4
